TOF[ns],MQ1,MQ2,MQ4,MQ14,MQ16,MQ18,MQ20,MQ28,MQ29,MQ30,MQ38,MQ39,MQ40
127.9,0,0,0,0,0,0,0,0.002,0.001,0.002,0.052,0.054,0.099
128,0,0,0,0,0,0,0,0.002,0.001,0.002,0.051,0.053,0.098
128.1,0,0,0,0,0,0,0,0.002,0.001,0.002,0.051,0.053,0.097
128.2,0,0,0,0,0,0,0,0.002,0.001,0.002,0.05,0.053,0.096
128.3,0,0,0,0,0,0,0,0.002,0.001,0.002,0.05,0.052,0.096
128.4,0,0,0,0,0,0,0,0.002,0.001,0.002,0.049,0.052,0.095
128.5,0,0,0,0,0,0,0,0.002,0.001,0.002,0.049,0.051,0.094
128.6,0,0,0,0,0,0,0,0.002,0.001,0.002,0.049,0.051,0.094
128.7,0,0,0,0,0,0,0,0.002,0.001,0.002,0.048,0.05,0.093
128.8,0,0,0,0,0,0,0,0.002,0.001,0.002,0.048,0.05,0.092
128.9,0,0,0,0,0,0,0,0.002,0.001,0.002,0.047,0.049,0.091
129,0,0,0,0,0,0,0,0.002,0.001,0.002,0.047,0.049,0.091
129.1,0,0,0,0,0,0,0,0.002,0.001,0.002,0.047,0.049,0.09
129.2,0,0,0,0,0,0,0,0.002,0.001,0.002,0.046,0.048,0.089
129.3,0,0,0,0,0,0,0,0.002,0.001,0.002,0.046,0.048,0.089
129.4,0,0,0,0,0,0,0,0.002,0.001,0.002,0.045,0.047,0.088
129.5,0,0,0,0,0,0,0,0.002,0.001,0.002,0.045,0.047,0.087
129.6,0,0,0,0,0,0,0,0.002,0.001,0.002,0.045,0.047,0.087
129.7,0,0,0,0,0,0,0,0.002,0.001,0.002,0.044,0.046,0.086
129.8,0,0,0,0,0,0,0,0.002,0.001,0.002,0.044,0.046,0.085
129.9,0,0,0,0,0,0,0,0.002,0.001,0.001,0.044,0.045,0.085
130,0,0,0,0,0,0,0,0.002,0.001,0.001,0.043,0.045,0.084
130.1,0,0,0,0,0,0,0,0.002,0.001,0.001,0.043,0.045,0.083
130.2,0,0,0,0,0,0,0,0.002,0.001,0.001,0.042,0.044,0.083
130.3,0,0,0,0,0,0,0,0.002,0.001,0.001,0.042,0.044,0.082
130.4,0,0,0,0,0,0,0,0.002,0.001,0.001,0.042,0.043,0.081
130.5,0,0,0,0,0,0,0,0.002,0.001,0.001,0.041,0.043,0.081
130.6,0,0,0,0,0,0,0,0.002,0.001,0.001,0.041,0.043,0.08
130.7,0,0,0,0,0,0,0,0.002,0.001,0.001,0.041,0.042,0.08
130.8,0,0,0,0,0,0,0,0.002,0.001,0.001,0.04,0.042,0.079
130.9,0,0,0,0,0,0,0,0.002,0.001,0.001,0.04,0.042,0.078
131,0,0,0,0,0,0,0,0.002,0.001,0.001,0.04,0.041,0.078
131.1,0,0,0,0,0,0,0,0.002,0.001,0.001,0.039,0.041,0.077
131.2,0,0,0,0,0,0,0,0.002,0.001,0.001,0.039,0.04,0.077
131.3,0,0,0,0,0,0,0,0.001,0.001,0.001,0.039,0.04,0.076
131.4,0,0,0,0,0,0,0,0.001,0.001,0.001,0.038,0.04,0.075
131.5,0,0,0,0,0,0,0,0.001,0.001,0.001,0.038,0.039,0.075
131.6,0,0,0,0,0,0,0,0.001,0.001,0.001,0.038,0.039,0.074
131.7,0,0,0,0,0,0,0,0.001,0.001,0.001,0.037,0.039,0.074
131.8,0,0,0,0,0,0,0,0.001,0.001,0.001,0.037,0.038,0.073
131.9,0,0,0,0,0,0,0,0.001,0.001,0.001,0.037,0.038,0.073
132,0,0,0,0,0,0,0,0.001,0.001,0.001,0.036,0.038,0.072
132.1,0,0,0,0,0,0,0,0.001,0.001,0.001,0.036,0.037,0.072
132.2,0,0,0,0,0,0,0,0.001,0.001,0.001,0.036,0.037,0.071
132.3,0,0,0,0,0,0,0,0.001,0.001,0.001,0.036,0.037,0.07
132.4,0,0,0,0,0,0,0,0.001,0.001,0.001,0.035,0.036,0.07
132.5,0,0,0,0,0,0,0,0.001,0.001,0.001,0.035,0.036,0.069
132.6,0,0,0,0,0,0,0,0.001,0.001,0.001,0.035,0.036,0.069
132.7,0,0,0,0,0,0,0,0.001,0.001,0.001,0.034,0.036,0.068
132.8,0,0,0,0,0,0,0,0.001,0.001,0.001,0.034,0.035,0.068
132.9,0,0,0,0,0,0,0,0.001,0.001,0.001,0.034,0.035,0.067
133,0,0,0,0,0,0,0,0.001,0.001,0.001,0.034,0.035,0.067
133.1,0,0,0,0,0,0,0,0.001,0.001,0.001,0.033,0.034,0.066
133.2,0,0,0,0,0,0,0,0.001,0.001,0.001,0.033,0.034,0.066
133.3,0,0,0,0,0,0,0,0.001,0.001,0.001,0.033,0.034,0.065
133.4,0,0,0,0,0,0,0,0.001,0.001,0.001,0.032,0.033,0.065
133.5,0,0,0,0,0,0,0,0.001,0.001,0.001,0.032,0.033,0.064
133.6,0,0,0,0,0,0,0,0.001,0.001,0.001,0.032,0.033,0.064
133.7,0,0,0,0,0,0,0,0.001,0.001,0.001,0.032,0.033,0.063
133.8,0,0,0,0,0,0,0,0.001,0.001,0.001,0.031,0.032,0.063
133.9,0,0,0,0,0,0,0,0.001,0.001,0.001,0.031,0.032,0.062
134,0,0,0,0,0,0,0,0.001,0,0.001,0.031,0.032,0.062
134.1,0,0,0,0,0,0,0,0.001,0,0.001,0.031,0.031,0.061
134.2,0,0,0,0,0,0,0,0.001,0,0.001,0.03,0.031,0.061
134.3,0,0,0,0,0,0,0,0.001,0,0.001,0.03,0.031,0.06
134.4,0,0,0,0,0,0,0,0.001,0,0.001,0.03,0.031,0.06
134.5,0,0,0,0,0,0,0,0.001,0,0.001,0.03,0.03,0.059
134.6,0,0,0,0,0,0,0,0.001,0,0.001,0.029,0.03,0.059
134.7,0,0,0,0,0,0,0,0.001,0,0.001,0.029,0.03,0.059
134.8,0,0,0,0,0,0,0,0.001,0,0.001,0.029,0.03,0.058
134.9,0,0,0,0,0,0,0,0.001,0,0.001,0.029,0.029,0.058
135,0,0,0,0,0,0,0,0.001,0,0.001,0.028,0.029,0.057
135.1,0,0,0,0,0,0,0,0.001,0,0.001,0.028,0.029,0.057
135.2,0,0,0,0,0,0,0,0.001,0,0.001,0.028,0.029,0.056
135.3,0,0,0,0,0,0,0,0.001,0,0.001,0.028,0.028,0.056
135.4,0,0,0,0,0,0,0,0.001,0,0.001,0.027,0.028,0.055
135.5,0,0,0,0,0,0,0,0.001,0,0.001,0.027,0.028,0.055
135.6,0,0,0,0,0,0,0,0.001,0,0.001,0.027,0.028,0.055
135.7,0,0,0,0,0,0,0,0.001,0,0.001,0.027,0.027,0.054
135.8,0,0,0,0,0,0,0,0.001,0,0.001,0.026,0.027,0.054
135.9,0,0,0,0,0,0,0,0.001,0,0.001,0.026,0.027,0.053
136,0,0,0,0,0,0,0,0.001,0,0.001,0.026,0.027,0.053
136.1,0,0,0,0,0,0,0,0.001,0,0.001,0.026,0.026,0.053
136.2,0,0,0,0,0,0,0,0.001,0,0.001,0.026,0.026,0.052
136.3,0,0,0,0,0,0,0,0.001,0,0.001,0.025,0.026,0.052
136.4,0,0,0,0,0,0,0,0.001,0,0.001,0.025,0.026,0.051
136.5,0,0,0,0,0,0,0,0.001,0,0.001,0.025,0.026,0.051
136.6,0,0,0,0,0,0,0,0.001,0,0.001,0.025,0.025,0.051
136.7,0,0,0,0,0,0,0,0.001,0,0.001,0.025,0.025,0.05
136.8,0,0,0,0,0,0,0,0.001,0,0.001,0.024,0.025,0.05
136.9,0,0,0,0,0,0,0,0.001,0,0.001,0.024,0.025,0.049
137,0,0,0,0,0,0,0,0.001,0,0.001,0.024,0.024,0.049
137.1,0,0,0,0,0,0,0,0.001,0,0.001,0.024,0.024,0.049
137.2,0,0,0,0,0,0,0,0.001,0,0.001,0.023,0.024,0.048
137.3,0,0,0,0,0,0,0,0.001,0,0.001,0.023,0.024,0.048
137.4,0,0,0,0,0,0,0,0.001,0,0.001,0.023,0.024,0.048
137.5,0,0,0,0,0,0,0,0.001,0,0.001,0.023,0.023,0.047
137.6,0,0,0,0,0,0,0,0.001,0,0.001,0.023,0.023,0.047
137.7,0,0,0,0,0,0,0,0.001,0,0.001,0.023,0.023,0.046
137.8,0,0,0,0,0,0,0,0.001,0,0.001,0.022,0.023,0.046
137.9,0,0,0,0,0,0,0,0.001,0,0.001,0.022,0.023,0.046
138,0,0,0,0,0,0,0,0.001,0,0.001,0.022,0.022,0.045
138.1,0,0,0,0,0,0,0,0.001,0,0.001,0.022,0.022,0.045
138.2,0,0,0,0,0,0,0,0.001,0,0.001,0.022,0.022,0.045
138.3,0,0,0,0,0,0,0,0.001,0,0.001,0.021,0.022,0.044
138.4,0,0,0,0,0,0,0,0.001,0,0.001,0.021,0.022,0.044
138.5,0,0,0,0,0,0,0,0.001,0,0.001,0.021,0.021,0.044
138.6,0,0,0,0,0,0,0,0.001,0,0.001,0.021,0.021,0.043
138.7,0,0,0,0,0,0,0,0.001,0,0,0.021,0.021,0.043
138.8,0,0,0,0,0,0,0,0.001,0,0,0.021,0.021,0.043
138.9,0,0,0,0,0,0,0,0.001,0,0,0.02,0.021,0.042
139,0,0,0,0,0,0,0,0.001,0,0,0.02,0.021,0.042
139.1,0,0,0,0,0,0,0,0.001,0,0,0.02,0.02,0.042
139.2,0,0,0,0,0,0,0,0.001,0,0,0.02,0.02,0.041
139.3,0,0,0,0,0,0,0,0.001,0,0,0.02,0.02,0.041
139.4,0,0,0,0,0,0,0,0.001,0,0,0.02,0.02,0.041
139.5,0,0,0,0,0,0,0,0.001,0,0,0.019,0.02,0.04
139.6,0,0,0,0,0,0,0,0.001,0,0,0.019,0.019,0.04
139.7,0,0,0,0,0,0,0,0.001,0,0,0.019,0.019,0.04
139.8,0,0,0,0,0,0,0,0.001,0,0,0.019,0.019,0.04
139.9,0,0,0,0,0,0,0,0.001,0,0,0.019,0.019,0.039
140,0,0,0,0,0,0,0,0.001,0,0,0.019,0.019,0.039
140.1,0,0,0,0,0,0,0,0.001,0,0,0.018,0.019,0.039
140.2,0,0,0,0,0,0,0,0.001,0,0,0.018,0.018,0.038
140.3,0,0,0,0,0,0,0,0.001,0,0,0.018,0.018,0.038
140.4,0,0,0,0,0,0,0,0.001,0,0,0.018,0.018,0.038
140.5,0,0,0,0,0,0,0,0.001,0,0,0.018,0.018,0.037
140.6,0,0,0,0,0,0,0,0.001,0,0,0.018,0.018,0.037
140.7,0,0,0,0,0,0,0,0,0,0,0.017,0.018,0.037
140.8,0,0,0,0,0,0,0,0,0,0,0.017,0.018,0.037
140.9,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0.036
141,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0.036
141.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0.036
141.2,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0.036
141.3,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0.035
141.4,0,0,0,0,0,0,0,0,0,0,0.016,0.017,0.035
141.5,0,0,0,0,0,0,0,0,0,0,0.016,0.017,0.035
141.6,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0.034
141.7,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0.034
141.8,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0.034
141.9,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0.034
142,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0.033
142.1,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0.033
142.2,0,0,0,0,0,0,0,0,0,0,0.015,0.016,0.033
142.3,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.033
142.4,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.032
142.5,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.032
142.6,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.032
142.7,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.032
142.8,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.031
142.9,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.031
143,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.031
143.1,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.031
143.2,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.03
143.3,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.03
143.4,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.03
143.5,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.03
143.6,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.03
143.7,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0.029
143.8,0,0,0,0,0,0,0,0,0,0,0.013,0.014,0.029
143.9,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.029
144,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.029
144.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.028
144.2,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.028
144.3,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.028
144.4,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.028
144.5,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.028
144.6,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0.027
144.7,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.027
144.8,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.027
144.9,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.027
145,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.026
145.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.026
145.2,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.026
145.3,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.026
145.4,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.026
145.5,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.025
145.6,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.025
145.7,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.025
145.8,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.025
145.9,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.025
146,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.025
146.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.024
146.2,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.024
146.3,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.024
146.4,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.024
146.5,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.024
146.6,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0.023
146.7,0,0,0,0,0,0,0,0,0,0,0.011,0.01,0.023
146.8,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.023
146.9,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.023
147,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.023
147.1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.023
147.2,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.022
147.3,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.022
147.4,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.022
147.5,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.022
147.6,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.022
147.7,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.022
147.8,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.021
147.9,0,0,0,0,0,0,0,0,0,0,0.01,0.009,0.021
148,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.021
148.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.021
148.2,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.021
148.3,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.021
148.4,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.02
148.5,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.02
148.6,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.02
148.7,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.02
148.8,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.02
148.9,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.02
149,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.019
149.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.019
149.2,0,0,0,0,0,0,0,0,0,0,0.009,0.008,0.019
149.3,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.019
149.4,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.019
149.5,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.019
149.6,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.019
149.7,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.018
149.8,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.018
149.9,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.018
150,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.018
150.1,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.018
150.2,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.018
150.3,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.018
150.4,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.017
150.5,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0.017
150.6,0,0,0,0,0,0,0,0,0,0,0.008,0.007,0.017
150.7,0,0,0,0,0,0,0,0,0,0,0.008,0.007,0.017
150.8,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.017
150.9,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.017
151,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.017
151.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.017
151.2,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
151.3,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
151.4,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
151.5,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
151.6,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
151.7,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
151.8,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
151.9,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.016
152,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.015
152.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.015
152.2,0,0,0,0,0,0,0,0,0,0,0.007,0.006,0.015
152.3,0,0,0,0,0,0,0,0,0,0,0.007,0.006,0.015
152.4,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.015
152.5,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.015
152.6,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.015
152.7,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.015
152.8,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.015
152.9,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.2,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.3,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.4,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.5,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.6,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.7,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.014
153.8,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.013
153.9,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.013
154,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.013
154.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.013
154.2,0,0,0,0,0,0,0,0,0,0,0.006,0.005,0.013
154.3,0,0,0,0,0,0,0,0,0,0,0.006,0.005,0.013
154.4,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.013
154.5,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.013
154.6,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.013
154.7,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.013
154.8,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
154.9,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.2,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.3,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.4,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.5,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.6,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.7,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.8,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012
155.9,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.011
156,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.011
156.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.011
156.2,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.011
156.3,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.011
156.4,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.011
156.5,0,0,0,0,0,0,0,0,0,0,0.005,0.004,0.011
156.6,0,0,0,0,0,0,0,0,0,0,0.005,0.004,0.011
156.7,0,0,0,0,0,0,0,0,0,0,0.005,0.004,0.011
156.8,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.011
156.9,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.011
157,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.011
157.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.2,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.3,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.4,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.5,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.6,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.7,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.8,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
157.9,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
158,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
158.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
158.2,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
158.3,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.01
158.4,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
158.5,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
158.6,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
158.7,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
158.8,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
158.9,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
159,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
159.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
159.2,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
159.3,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.009
159.4,0,0,0,0,0,0,0,0,0,0,0.004,0.003,0.009
159.5,0,0,0,0,0,0,0,0,0,0,0.004,0.003,0.009
159.6,0,0,0,0,0,0,0,0,0,0,0.004,0.003,0.009
159.7,0,0,0,0,0,0,0,0,0,0,0.004,0.003,0.009
159.8,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.008
159.9,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.008
